,playlistURI,participant,rating,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
10,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Without You,2Pntw3RoGXhANFihOS8XyD,https://p.scdn.co/mp3-preview/f06e0826367ec9fcd6331c148902b05b5c537020?cid=961d9cfe0e7c426da68d7932c2693fc9,1989-09-01,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",0.524,0.76,-4.152,0.0286,0.00595,5.61e-05,0.0652,0.284,117.99,5,1,270187,52.0
11,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Swing The Mood,3Aimpqxpvmz7jhJlNnEd5c,https://p.scdn.co/mp3-preview/c4227ff5b381ffcd9418ae573ade13bc8ec4fb22?cid=961d9cfe0e7c426da68d7932c2693fc9,2009-10-19,['novelty'],0.865,0.512,-13.376,0.0521,0.049,0.0173,0.201,0.879,92.512,8,1,259573,49.0
12,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Mentirosa,3P6fS71hWhZvOnnxQojJ0Z,https://p.scdn.co/mp3-preview/3b7f1e619556cd15b9810faef74b270860f48b6f?cid=961d9cfe0e7c426da68d7932c2693fc9,1989-01-01,['chicano rap'],0.966,0.505,-14.762,0.111,0.0678,0.0,0.197,0.826,113.592,1,1,258533,40.0
13,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Nobody Told Me - Remastered 2010,31QuJZfFiMk1uOawow8ejS,https://p.scdn.co/mp3-preview/d463b97fffaf36302cc7273d0c1b4f141ed779e2?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-01-27,"['album rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock']",0.712,0.936,-4.246,0.0364,0.177,0.000837,0.0443,0.917,118.425,2,1,214280,48.0
14,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Church Of The Poison Mind,4BNOhILWVg7NThwsNhpSs8,https://p.scdn.co/mp3-preview/be7f8ff833ce8556ea2cd714f09ccf9e28758a3c?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-01-01,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.606,0.781,-10.555,0.0343,0.105,0.0,0.409,0.952,130.777,7,0,211173,24.0
15,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Think of Laura,5jLq63jMFWg0dKHnht6YI0,https://p.scdn.co/mp3-preview/fd42a6f138d3a5bcf08c1c4a1a256c039a312196?cid=961d9cfe0e7c426da68d7932c2693fc9,1983,"['adult standards', 'album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",0.645,0.211,-12.73,0.0257,0.822,9.19e-06,0.138,0.174,86.121,11,1,206640,57.0
16,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Time Will Reveal,5dOAshdEVLDMjHBnlMrX12,https://p.scdn.co/mp3-preview/b7c6b3fb3a07334b96daa8716f039b89df778633?cid=961d9cfe0e7c426da68d7932c2693fc9,1983-09-24,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.711,0.259,-13.796,0.0359,0.528,0.0,0.0582,0.433,129.75,0,1,259493,52.0
17,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Wrapped Around Your Finger,400ZJAUFuEuIGXhr7ie4xf,https://p.scdn.co/mp3-preview/0d91782c923e46d6623876bb63ea0c847ab475f2?cid=961d9cfe0e7c426da68d7932c2693fc9,1983-06-17,"['album rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock']",0.747,0.448,-11.522,0.0345,0.0904,0.000185,0.0631,0.608,127.689,9,0,313707,58.0
18,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Pink Houses,5JKQMoGmXwDHCodn5pFVHB,https://p.scdn.co/mp3-preview/7192c8e1ee1ed02101c8614c7f229f221e73c0c2?cid=961d9cfe0e7c426da68d7932c2693fc9,1983,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",0.635,0.795,-5.313,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,7,1,283667,59.0
19,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Head Over Heels,1p46bniF6fC9kT1v5yjJOI,https://p.scdn.co/mp3-preview/2a85d3929a92a53dcf0eaa562ea19918bb103658?cid=961d9cfe0e7c426da68d7932c2693fc9,1990-01-01,"['album rock', 'candy pop', 'girl group', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock', 'synthpop']",0.557,0.81,-10.573,0.0452,0.0669,2.25e-06,0.138,0.926,157.178,2,1,216960,52.0
20,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,The Longest Time,5DH7nDryMhpixm4G4B7RP9,https://p.scdn.co/mp3-preview/a4c84a4b5085b8c75aead896e5c03363234830c7?cid=961d9cfe0e7c426da68d7932c2693fc9,1983-08-08,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.637,0.333,-9.603,0.0262,0.181,0.0,0.147,0.588,84.347,3,1,217907,64.0
21,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Tonight,1y8bnXm0fWhUUcCYr1SvC9,https://p.scdn.co/mp3-preview/febe50fa7268017725831591381565947dff0aa4?cid=961d9cfe0e7c426da68d7932c2693fc9,1983-11-21,"['disco', 'funk', 'quiet storm', 'soul']",0.824,0.445,-16.857,0.0393,0.245,0.0283,0.102,0.964,120.241,5,1,231840,34.0
22,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,"Dancing In the Sheets - From ""Footloose"" Soundtrack",0Q7aj2T90BmSCv2fLyUkTJ,https://p.scdn.co/mp3-preview/f6665b710d9b2f30fd38b2a545defcf3216cbfc0?cid=961d9cfe0e7c426da68d7932c2693fc9,1984,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.873,0.557,-9.322,0.0706,0.00639,0.308,0.0445,0.883,122.849,11,0,244733,38.0
23,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Undercover Of The Night - Remastered,08rR0CdyUAzJy3053xCPPG,https://p.scdn.co/mp3-preview/8777420df1249ad233ff23888a6ce4b4cfb6ace0?cid=961d9cfe0e7c426da68d7932c2693fc9,1983-11-07,"['british invasion', 'classic rock', 'rock']",0.63,0.873,-10.619,0.0886,0.0193,0.0312,0.506,0.474,122.868,5,0,272493,34.0
24,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,On the Dark Side,3mnNqugL0grFxgGd7J6YCJ,https://p.scdn.co/mp3-preview/7cbf9b3a9855d5cb546f9c737eda143adc991ac1?cid=961d9cfe0e7c426da68d7932c2693fc9,1991-10-22,"['album rock', 'heartland rock', 'mellow gold']",0.407,0.948,-5.186,0.168,0.00653,0.00126,0.661,0.479,171.319,2,1,112773,47.0
25,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Major Tom,1UeOvApd7gNKKtI1cAqYPw,https://p.scdn.co/mp3-preview/6412829bdf2e11a5ae84a41e6c07e7fdbaee002c?cid=961d9cfe0e7c426da68d7932c2693fc9,2005,"['german pop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",0.782,0.542,-6.073,0.0587,0.0267,0.00203,0.221,0.683,164.055,4,0,273750,41.0
26,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Magic - 2017 Remaster,0SAbkr0dS7WK3yJSjaZSZl,https://p.scdn.co/mp3-preview/6bb4b8fdd69e24d13b858442db676f7597878a89?cid=961d9cfe0e7c426da68d7932c2693fc9,1984,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",0.73,0.794,-6.381,0.0396,0.12,0.000189,0.138,0.964,117.879,9,1,237232,51.0
27,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,When You Close Your Eyes,4p6vpaEIVSnIq1qckuUby0,https://p.scdn.co/mp3-preview/cf8e5fef7857dca32ffc90bf004548debb0896a8?cid=961d9cfe0e7c426da68d7932c2693fc9,1999-07-06,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.373,0.843,-6.619,0.0353,0.00143,0.0,0.381,0.592,141.055,6,1,272867,2.0
28,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Rock Me Tonite,12c1PXyghlSuNVO9GZi0DH,https://p.scdn.co/mp3-preview/6b39cff020efc87182b64519f0586b8627cf224c?cid=961d9cfe0e7c426da68d7932c2693fc9,1984,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.472,0.724,-5.061,0.0522,0.0987,0.0,0.239,0.673,127.36,9,0,297267,47.0
29,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Solid,4sr4NdrPfds9Qfors9UkiO,https://p.scdn.co/mp3-preview/ad8b7048ff2319253fdebd8edb3b7067a0d28a28?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-01-01,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.814,0.474,-12.017,0.0309,0.27,8.16e-06,0.599,0.956,101.241,0,1,312000,56.0
30,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Angel,7ov1nZ2QZc3LIuCXXERZP0,https://p.scdn.co/mp3-preview/b3de6d98264b06ce01b3007c04165a88aea76cf3?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-11-12,['dance pop'],0.754,0.618,-13.66,0.0357,0.298,0.000207,0.345,0.836,133.237,7,1,236133,48.0
31,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,I'm On Fire,3PzsbWSQdLCKDLxn7YZfkM,https://p.scdn.co/mp3-preview/5e2fd483fdc1d75ce1aac783fedaa93a010bcc87?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-06-04,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.62,0.446,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.591,1,0,155880,73.0
32,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Method of Modern Love,58U8hRjWQdGCGQ1Y42SJFp,https://p.scdn.co/mp3-preview/4d1e190248c23694da2ee8ad2967de3137b254a9?cid=961d9cfe0e7c426da68d7932c2693fc9,1984,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.714,0.726,-6.621,0.0569,0.0708,2.15e-05,0.093,0.753,94.203,5,0,333933,38.0
33,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Lay Your Hands On Me,2bfXIY8f38PYFStQRDVEPS,https://p.scdn.co/mp3-preview/b192353d0cf74e237c1e41af608e447009c68439?cid=961d9cfe0e7c426da68d7932c2693fc9,1988,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.786,0.701,-11.938,0.033,0.117,5.5e-05,0.211,0.841,102.838,7,1,313107,34.0
34,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Who's Holding Donna Now?,66rdGSb6FMm0neFXxmJdPQ,https://p.scdn.co/mp3-preview/bda179aff700fea14f38c1b9d02c598289b9b870?cid=961d9cfe0e7c426da68d7932c2693fc9,1985,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.658,0.334,-14.648,0.0254,0.423,2.21e-05,0.127,0.647,90.173,3,0,267733,59.0
35,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Lonely Ol' Night,0TBMx8wWJkwSEVSOJUn21e,https://p.scdn.co/mp3-preview/05432f5cf5ff3aefcb60497dbb2afedca7b095d5?cid=961d9cfe0e7c426da68d7932c2693fc9,1985,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",0.634,0.886,-3.988,0.0329,0.00453,0.00892,0.0397,0.756,126.558,9,1,225173,49.0
36,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,What About Love?,5nN1jGnCadYk1jYm6oV5zN,https://p.scdn.co/mp3-preview/81d65dae2b8f520497302198c0e611561102beea?cid=961d9cfe0e7c426da68d7932c2693fc9,1985-07-06,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",0.246,0.631,-7.067,0.0377,0.295,0.0,0.321,0.3,160.633,2,0,221671,57.0
37,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Fresh,1mMYaXpT65iZDtvfRA9EkE,https://p.scdn.co/mp3-preview/7b61fa5fb2c0238bc146a56bcb4a4fa081108ac6?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-11-15,"['disco', 'funk', 'quiet storm', 'soul']",0.838,0.381,-16.867,0.0351,0.00912,0.0988,0.0364,0.95,117.708,11,0,266560,60.0
38,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Do What You Do,6gmLSRnCGWaPeO64miR2Rr,https://p.scdn.co/mp3-preview/6cc32550be0f0d012e8be30730837827e92cd045?cid=961d9cfe0e7c426da68d7932c2693fc9,2010-01-25,"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']",0.573,0.462,-9.634,0.0256,0.448,0.0,0.232,0.399,112.682,1,0,252547,39.0
39,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,https://p.scdn.co/mp3-preview/2a0e4f36fe270aa0c811a7a906200c39c5520067?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-06-04,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.398,0.952,-6.042,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4,1,278680,71.0
40,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Private Dancer - 2015 Remaster,5JjdJK0uGRUk4skRTuQdUZ,https://p.scdn.co/mp3-preview/090573b486d542c6569d706540b4f9cf5b52ff63?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-05-29,"['disco', 'new wave pop', 'soft rock']",0.587,0.572,-9.656,0.0413,0.363,0.0871,0.0915,0.471,115.466,2,1,434373,55.0
41,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Who's Zoomin' Who?,2kDMh0Imubeo6BkV1mY7vm,https://p.scdn.co/mp3-preview/67e132dbd97c189105b9931abbf1c4cc9b580d2f?cid=961d9cfe0e7c426da68d7932c2693fc9,1985,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",0.788,0.532,-10.334,0.0375,0.376,1.63e-06,0.0622,0.841,110.057,8,1,284507,41.0
42,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,Penny Lover,2dTRDAqDJf0rqVmkSgDyDn,https://p.scdn.co/mp3-preview/7e63f902df4c1105d8328df13e0127e4ad94b70e?cid=961d9cfe0e7c426da68d7932c2693fc9,1983-01-01,"['adult standards', 'disco', 'mellow gold', 'soft rock']",0.699,0.334,-15.157,0.0295,0.537,0.00023,0.0387,0.623,98.206,8,1,332933,47.0
43,https://open.spotify.com/playlist/3wJb1RHVRtwUDYIFZu6Xoq?si=126a437b165a4e47&pt=238f8bbb84f0bb0c51ce2d04fbd2f2ef,,,3wJb1RHVRtwUDYIFZu6Xoq,All She Wants To Do Is Dance,4yCRCEAfCMRyqCpBSd0qDp,https://p.scdn.co/mp3-preview/f69c1964d0de2eabf2d43f0746585cccf9e1ebbd?cid=961d9cfe0e7c426da68d7932c2693fc9,1984-01-01,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",0.702,0.558,-11.952,0.0288,0.0304,0.0,0.0528,0.903,114.932,7,1,269107,53.0
