,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity,category
16,4m6jGBe6avCq2n0cGCwxsw,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,https://p.scdn.co/mp3-preview/1dab77144140b38cf360a7e770f002335884954f?cid=961d9cfe0e7c426da68d7932c2693fc9,2002-04-30,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",0.56,0.825,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931,11,1,237493,76.0,Hit
17,4m6jGBe6avCq2n0cGCwxsw,A Whole New World (Aladdin's Theme),4tS8xQfyPGc7f4lJ1JP6BX,https://p.scdn.co/mp3-preview/630298e0a22617b2c09fa0c84a412065a1a6f50b?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-01-31,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']",0.516,0.32,-10.487,0.0303,0.627,0.0,0.144,0.131,107.894,2,1,243493,63.0,Hit
18,4m6jGBe6avCq2n0cGCwxsw,A Woman Needs Love (Just Like You Do),0DEwNI2DgasX1eprqCivJk,https://p.scdn.co/mp3-preview/1365f971df92c7931a01efca0b19483f5d50704f?cid=961d9cfe0e7c426da68d7932c2693fc9,1981,['disco'],0.744,0.376,-14.937,0.0395,0.479,3.86e-05,0.254,0.696,91.113,6,0,249053,47.0,Hit
19,4m6jGBe6avCq2n0cGCwxsw,ABC,6D8kc7RO0rqBLSo2YPflJ5,https://p.scdn.co/mp3-preview/2004141e76d06857b01a57fd361181f5228d4e7b?cid=961d9cfe0e7c426da68d7932c2693fc9,1970-05-08,"['adult standards', 'motown']",0.572,0.786,-8.469,0.0642,0.519,0.00093,0.11,0.952,188.115,8,1,174867,69.0,Hit
20,4m6jGBe6avCq2n0cGCwxsw,Abracadabra,2E2ZVy2fxslpAUgbb4zu84,https://p.scdn.co/mp3-preview/ef13ba700edcae0c96a748d8f2326a84b291d7e4?cid=961d9cfe0e7c426da68d7932c2693fc9,1982-01-01,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.791,0.535,-13.261,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,9,0,308373,64.0,Hit
21,4m6jGBe6avCq2n0cGCwxsw,Achy Breaky Heart,2EoIt9vdgFRNW03u5IvFsQ,https://p.scdn.co/mp3-preview/dff44fa5699c889887439c61bdb2337876cc9bd4?cid=961d9cfe0e7c426da68d7932c2693fc9,1992,"['country', 'country rock']",0.8,0.563,-10.209,0.0303,0.051,0.0,0.0797,0.961,121.808,9,1,203373,67.0,Hit
22,4m6jGBe6avCq2n0cGCwxsw,Addicted To Love,5RKO2DLADKAgXfwxxKWIF6,https://p.scdn.co/mp3-preview/51411a2f601ac73c839645a117502a8092f88d39?cid=961d9cfe0e7c426da68d7932c2693fc9,1985,"['album rock', 'art rock', 'blues rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",0.696,0.656,-8.535,0.0316,0.168,3.11e-05,0.0547,0.976,111.556,2,1,350253,25.0,Hit
23,4m6jGBe6avCq2n0cGCwxsw,Adia,0rl84FuazRHYmK72krdmA1,https://p.scdn.co/mp3-preview/48aea7872c4cc740b3bcefa3dfe20a6bfe2db4be?cid=961d9cfe0e7c426da68d7932c2693fc9,1997-08-29,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'lilith', 'permanent wave', 'pop rock']",0.526,0.37,-10.535,0.025,0.722,0.0,0.157,0.251,76.002,3,1,244667,51.0,Hit
24,4m6jGBe6avCq2n0cGCwxsw,Again,0IaMMHVbpJ0LrRAeigWOXr,https://p.scdn.co/mp3-preview/c7b77389cce5213a67224bb34cdc59a71e350a0d?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-05-18,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.359,0.287,-9.51,0.0303,0.882,0.00607,0.186,0.189,130.135,0,1,227133,58.0,Hit
25,4m6jGBe6avCq2n0cGCwxsw,Again,5c1QJAiC3773EwiZLwHf5x,https://p.scdn.co/mp3-preview/a1b3ca43209c578c27cd05bee60399d77a39093b?cid=961d9cfe0e7c426da68d7932c2693fc9,2000-01-01,"['permanent wave', 'pop rock', 'rock']",0.55,0.804,-5.218,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,2,1,231667,69.0,Hit
26,4m6jGBe6avCq2n0cGCwxsw,Against All Odds (Take a Look at Me Now) - 2016 Remaster,63CHa6rmamv9OsehkRD8oz,https://p.scdn.co/mp3-preview/a68679a45163dcd42caecf243ed9e6bbc256a971?cid=961d9cfe0e7c426da68d7932c2693fc9,2016-10-14,"['mellow gold', 'rock drums', 'soft rock']",0.58,0.498,-6.901,0.0277,0.198,0.0,0.132,0.111,116.271,1,1,206360,75.0,Hit
27,4m6jGBe6avCq2n0cGCwxsw,Ain't No Mountain High Enough,4nop5UmWUqnlxkQ4kvG3Rp,https://p.scdn.co/mp3-preview/0e9ce102d0840e1ed11ba0bc7e4a4d6a05fe919a?cid=961d9cfe0e7c426da68d7932c2693fc9,1968-11-08,"['classic girl group', 'motown', 'soul']",0.665,0.499,-11.144,0.0295,0.271,0.0,0.269,0.718,135.412,9,0,136467,41.0,Hit
28,4m6jGBe6avCq2n0cGCwxsw,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,https://p.scdn.co/mp3-preview/4894057a7cdc4be59cd335cfc369ba2d3a3b2ad8?cid=961d9cfe0e7c426da68d7932c2693fc9,1971-05-01,"['funk', 'quiet storm', 'soul']",0.527,0.415,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,4,0,125093,79.0,Hit
29,4m6jGBe6avCq2n0cGCwxsw,Ain't It Funny,6J8vBmsokURohC3UygqYOH,https://p.scdn.co/mp3-preview/3f7ba65d9de9200c24479e1860a791844ffb60a9?cid=961d9cfe0e7c426da68d7932c2693fc9,2001-01-23,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",0.711,0.87,-4.513,0.0484,0.0804,0.000306,0.138,0.569,99.843,0,0,245360,56.0,Hit
30,4m6jGBe6avCq2n0cGCwxsw,Alive And Kicking,2x5IXUFOcvvBUtEpnCBNlp,https://p.scdn.co/mp3-preview/e84d64586ad4bf24551aa1414ac696ef16fee755?cid=961d9cfe0e7c426da68d7932c2693fc9,1985,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']",0.572,0.913,-4.26,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,0,1,289453,66.0,Hit
31,4m6jGBe6avCq2n0cGCwxsw,All About That Bass,5jE48hhRu8E6zBDPRSkEq7,https://p.scdn.co/mp3-preview/1b70daa1ab36b3ac0a02bfc24d157dcddc36d5ba?cid=961d9cfe0e7c426da68d7932c2693fc9,2015-01-09,"['dance pop', 'hip pop', 'pop']",0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,9,1,187920,74.0,Hit
32,4m6jGBe6avCq2n0cGCwxsw,All Around the World - Remastered,1DapqOfkDAQCiKnvfwKo0g,https://p.scdn.co/mp3-preview/9a725ecc38cf0cd065b50e0561b17bae858d40a0?cid=961d9cfe0e7c426da68d7932c2693fc9,1989,"['british soul', 'dance pop', 'disco', 'new wave pop', 'soft rock']",0.671,0.914,-4.598,0.107,0.573,2.77e-06,0.0856,0.806,101.201,1,1,265760,62.0,Hit
33,4m6jGBe6avCq2n0cGCwxsw,"All For Love - From ""The Three Musketeers""",035aFnfIrO25Hy4PRP6GC7,,2017-11-03,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",0.408,0.569,-6.237,0.029,0.19,0.0,0.126,0.146,74.835,2,1,283707,3.0,Hit
34,4m6jGBe6avCq2n0cGCwxsw,All I Have (feat. LL Cool J),7lQWEF6aUtrT9LH6oI9jlm,,2012-07-20,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",0.705,0.681,-4.719,0.0984,0.289,0.0,0.094,0.39,83.075,1,1,257293,23.0,Hit
35,4m6jGBe6avCq2n0cGCwxsw,All I Wanna Do Is Make Love To You,5YjKdeES9QRJ8NmF4Xc8pV,https://p.scdn.co/mp3-preview/688d2da6f3ed491a1db0196b8989b03dc253a88e?cid=961d9cfe0e7c426da68d7932c2693fc9,1990-03-25,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",0.626,0.746,-8.832,0.0282,0.16,0.0,0.0618,0.8,102.896,7,1,310893,66.0,Hit
36,4m6jGBe6avCq2n0cGCwxsw,All Night Long,27h4JWY8vKy5nEO7DeADef,https://p.scdn.co/mp3-preview/8f54ca6b589dc290b6418c084836f8917afa1ebb?cid=961d9cfe0e7c426da68d7932c2693fc9,2015-07-03,[unknown],0.468,0.633,-9.4,0.0307,0.0947,0.851,0.106,0.565,104.594,1,1,287973,0.0,Hit
37,4m6jGBe6avCq2n0cGCwxsw,All of Me,3U4isOIWM3VvDubwSI3y7a,https://p.scdn.co/mp3-preview/29f542e5e8b4b6bb7e4e71a52bc3ff35b6b962ad?cid=961d9cfe0e7c426da68d7932c2693fc9,2013-08-30,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,8,1,269560,84.0,Hit
38,4m6jGBe6avCq2n0cGCwxsw,All Star,3cfOd4CMv2snFaKAnMdnvK,https://p.scdn.co/mp3-preview/70327c47dd089121bca4212f5db3d8ad81f538fe?cid=961d9cfe0e7c426da68d7932c2693fc9,1999-06-08,"['alternative rock', 'pop rock']",0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,0.776,104.019,11,1,200373,77.0,Hit
39,4m6jGBe6avCq2n0cGCwxsw,All That She Wants,6kWJvPfC4DgUpRsXKNa9z9,https://p.scdn.co/mp3-preview/eef43d18f73d83ff358852d874dd564f55e86932?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-12-24,"['bubblegum dance', 'dance pop', 'eurodance', 'europop']",0.798,0.625,-9.689,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,11,1,211213,74.0,Hit
40,4m6jGBe6avCq2n0cGCwxsw,All The Man That I Need,07M76e7IXxYdnC1BBiJxEX,https://p.scdn.co/mp3-preview/6b72321017ba1afd68e37b3cb1552068bb031c18?cid=961d9cfe0e7c426da68d7932c2693fc9,1990-11-04,"['dance pop', 'pop']",0.496,0.571,-9.958,0.0335,0.43,0.0,0.0332,0.25,150.944,5,0,251427,55.0,Hit
41,4m6jGBe6avCq2n0cGCwxsw,Alone,54b8qPFqYqIndfdxiLApea,https://p.scdn.co/mp3-preview/6e9aa404a54beeafeb38f110ba3f453a17c7aebd?cid=961d9cfe0e7c426da68d7932c2693fc9,1987-06-06,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",0.418,0.452,-13.099,0.0356,0.638,0.00026,0.0959,0.168,175.088,1,1,218733,74.0,Hit
42,4m6jGBe6avCq2n0cGCwxsw,Alone Again (Naturally),4lHQCzdK3VdYQvQZnnRouG,https://p.scdn.co/mp3-preview/d24e950fdaba5d5a1db720a8eb2268378cc86e6a?cid=961d9cfe0e7c426da68d7932c2693fc9,1972-01-01,"['adult standards', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",0.558,0.464,-8.488,0.0354,0.583,0.000133,0.159,0.558,171.762,8,0,217729,68.0,Hit
43,4m6jGBe6avCq2n0cGCwxsw,Always,2TQaMcc3BEAF5Srn7FCipl,https://p.scdn.co/mp3-preview/96bbfe92bc8cd18a63bf0b276acbcec8e3c16981?cid=961d9cfe0e7c426da68d7932c2693fc9,1987-03-24,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.606,0.532,-6.759,0.0256,0.403,0.000904,0.356,0.327,130.945,7,1,288493,60.0,Hit
44,4m6jGBe6avCq2n0cGCwxsw,Always,2RChe0r2cMoyOvuKobZy44,https://p.scdn.co/mp3-preview/1b49c04b9e51dab5d96d3fb5eb3bd8b880802320?cid=961d9cfe0e7c426da68d7932c2693fc9,1994-10-18,"['glam metal', 'rock']",0.383,0.659,-5.558,0.0312,0.117,0.0,0.0778,0.327,140.795,4,1,353027,75.0,Hit
45,4m6jGBe6avCq2n0cGCwxsw,Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,https://p.scdn.co/mp3-preview/c0aa36744d3c682c8fa9e14a0b7128b5afaf5d60?cid=961d9cfe0e7c426da68d7932c2693fc9,1995-10-03,"['dance pop', 'urban contemporary']",0.65,0.531,-8.335,0.0364,0.457,0.0,0.249,0.487,78.946,4,1,258133,72.0,Hit
46,4m6jGBe6avCq2n0cGCwxsw,Always On My Mind,2xYQTU2bbg6WVAmpY1eae4,https://p.scdn.co/mp3-preview/8bbd0362ca9a04e6a66260d6e6018c2262eb0d39?cid=961d9cfe0e7c426da68d7932c2693fc9,1982-02-01,"['classic country pop', 'country', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",0.524,0.261,-13.868,0.0272,0.755,0.00105,0.144,0.201,73.36,2,1,212667,63.0,Hit
47,4m6jGBe6avCq2n0cGCwxsw,Always On Time,4hrae8atte6cRlSC9a7VCO,https://p.scdn.co/mp3-preview/482d2ce33f2134fa31373a6fe38a92c52f7e7961?cid=961d9cfe0e7c426da68d7932c2693fc9,2001-01-01,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",0.839,0.706,-6.104,0.199,0.208,0.0,0.242,0.839,96.673,5,0,245133,73.0,Hit
48,4m6jGBe6avCq2n0cGCwxsw,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,https://p.scdn.co/mp3-preview/7a4173d114136b1018144dcc767945f9ecc149e4?cid=961d9cfe0e7c426da68d7932c2693fc9,2014,['pop rap'],0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,8,1,245867,76.0,Hit
49,4m6jGBe6avCq2n0cGCwxsw,American Pie,1fDsrQ23eTAVFElUMaf38X,https://p.scdn.co/mp3-preview/d86eb823c9726088530978aaddbb006d9e533f29?cid=961d9cfe0e7c426da68d7932c2693fc9,1971,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.531,0.481,-11.709,0.06,0.699,0.0,0.0842,0.491,138.45,4,0,516893,74.0,Hit
50,4m6jGBe6avCq2n0cGCwxsw,Angel,4O0tPV1aQNNObODs37yUX6,https://p.scdn.co/mp3-preview/e946714ef32f9cc1f41b5df347b4d01bcf4c63e1?cid=961d9cfe0e7c426da68d7932c2693fc9,2009-12-04,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'lilith', 'permanent wave', 'pop rock']",0.305,0.29,-10.649,0.0347,0.932,4.45e-05,0.101,0.158,118.493,3,1,353920,27.0,Hit
51,4m6jGBe6avCq2n0cGCwxsw,Angel,7FDV5ELOJHCGLe52AnttEd,https://p.scdn.co/mp3-preview/a66321411bd28c7e09892501927359d36a4a0cf3?cid=961d9cfe0e7c426da68d7932c2693fc9,2000-08-08,"['dance pop', 'pop rap', 'reggae fusion']",0.74,0.766,-2.939,0.178,0.116,0.0,0.0406,0.807,170.531,6,1,235133,75.0,Hit
52,4m6jGBe6avCq2n0cGCwxsw,Another Day in Paradise - 2016 Remaster,1NCuYqMc8hKMb4cpNTcJbD,https://p.scdn.co/mp3-preview/6e86a5698f1165e5ffa7a537e4f19018e0e10eb4?cid=961d9cfe0e7c426da68d7932c2693fc9,1989-11-20,"['mellow gold', 'rock drums', 'soft rock']",0.78,0.565,-7.32,0.0306,0.736,0.00269,0.063,0.365,101.967,3,0,322133,73.0,Hit
53,4m6jGBe6avCq2n0cGCwxsw,Anything For You,2GErVyz1EnssoARYFxHOPO,https://p.scdn.co/mp3-preview/6fc087d491e2230a613fd7c3917c8ae832099e01?cid=961d9cfe0e7c426da68d7932c2693fc9,2008-01-22,"['latin pop', 'soft rock']",0.566,0.516,-9.127,0.0319,0.152,0.0,0.0419,0.222,143.853,6,1,222627,5.0,Hit
54,4m6jGBe6avCq2n0cGCwxsw,Apologize,6ucR4KfvsBFWCMVFDvyKKl,https://p.scdn.co/mp3-preview/c3557e34bbb5351b55356460b92d35595be60796?cid=961d9cfe0e7c426da68d7932c2693fc9,2007-04-02,"['dance pop', 'hip hop', 'pop', 'pop rap']",0.653,0.604,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,8,1,184400,71.0,Hit
55,4m6jGBe6avCq2n0cGCwxsw,At Seventeen,11pLh1SQkrbEPWUc1c7mEY,https://p.scdn.co/mp3-preview/52f8931b70721b99a16f2abcbb7232699bc6e339?cid=961d9cfe0e7c426da68d7932c2693fc9,1975-03-01,"['classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",0.606,0.284,-16.997,0.0446,0.884,0.000354,0.116,0.36,125.133,0,1,283886,53.0,Hit
56,4m6jGBe6avCq2n0cGCwxsw,Babe,5W7YROOF6bFfBexY81LFjt,https://p.scdn.co/mp3-preview/b937ae086007578b38fe232dc9ebed1607b51161?cid=961d9cfe0e7c426da68d7932c2693fc9,1979-01-01,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.267,0.204,-13.714,0.0317,0.527,0.0,0.0924,0.0903,169.486,2,1,265973,65.0,Hit
57,4m6jGBe6avCq2n0cGCwxsw,Baby Boy (feat. Sean Paul),4WY3HyGXsWqjFRCVD6gnTe,https://p.scdn.co/mp3-preview/9cf38f459879aec00ef8803d93d4465e78c6af20?cid=961d9cfe0e7c426da68d7932c2693fc9,2003-06-24,"['dance pop', 'pop', 'r&b']",0.655,0.488,-9.17,0.22,0.0825,1.16e-06,0.221,0.791,91.025,1,1,244827,68.0,Hit
58,4m6jGBe6avCq2n0cGCwxsw,Baby Come Back,41sGGCCoHI2GLV9qadX80A,https://p.scdn.co/mp3-preview/c025b964b4bdb9c7fb67e8855dba1601ef44eecd?cid=961d9cfe0e7c426da68d7932c2693fc9,1977-09-01,"['mellow gold', 'soft rock', 'yacht rock']",0.646,0.602,-10.238,0.0758,0.0599,1.7e-05,0.0956,0.543,156.101,5,0,255845,68.0,Hit
59,4m6jGBe6avCq2n0cGCwxsw,Baby Don't Get Hooked on Me,4z51Gf7Ppt9Lmu5zmnUIz9,https://p.scdn.co/mp3-preview/9e89a21ff01ad0d055f45a62798c7c87565a76ed?cid=961d9cfe0e7c426da68d7932c2693fc9,1972-09-09,"['bubblegum pop', 'country rock', 'soft rock']",0.495,0.307,-18.168,0.0403,0.26,5.21e-05,0.103,0.802,80.97,9,1,183933,50.0,Hit
60,4m6jGBe6avCq2n0cGCwxsw,Baby Got Back,1SAkL1mYNJlaqnBQxVZrRl,https://p.scdn.co/mp3-preview/9a1d617b9ff3cda69d84aceb5cfcd3918f462536?cid=961d9cfe0e7c426da68d7932c2693fc9,1992-01-01,"['electro', 'gangster rap', 'hip hop', 'old school hip hop', 'rap']",0.926,0.669,-11.271,0.301,0.0051,0.0,0.0887,0.642,128.462,1,1,262827,68.0,Hit
61,4m6jGBe6avCq2n0cGCwxsw,"Baby, I Love Your Way",1izng0AoIBfeplkADeG8rK,https://p.scdn.co/mp3-preview/3f6179a40d45371801a3b3ab34ff473f266ae670?cid=961d9cfe0e7c426da68d7932c2693fc9,2019-08-16,"['reggae', 'reggae fusion']",0.619,0.883,-4.039,0.073,0.062,1.69e-06,0.146,0.783,147.54,1,0,260107,8.0,Hit
